match_id,blue_1_name,blue_1_role,blue_2_name,blue_2_role,blue_3_name,blue_3_role,blue_4_name,blue_4_role,blue_5_name,blue_5_role,red_1_name,red_1_role,red_2_name,red_2_role,red_3_name,red_3_role,red_4_name,red_4_role,red_5_name,red_5_role,label
KR_7625373455,Seraphine,Utility Support,Kindred,DPS Marksman,Vex,Burst,Ziggs,Poke,Jinx,DPS Marksman,Quinn,Poke,Zilean,Utility Support,Hwei,Poke,Senna,DPS Marksman,Tristana,DPS Marksman,1
KR_7621613733,Vladimir,Sustain Mage,Gnar,Bruiser AD,Bard,Utility Support,Katarina,Burst,Rakan,Utility Support,Caitlyn,Poke,Galio,CC Tank,Kennen,Burst,Tristana,DPS Marksman,Maokai,CC Tank,0
KR_7624607465,Aphelios,DPS Marksman,Sylas,Bruiser AP,Leona,CC Tank,Xerath,Poke,Amumu,CC Tank,Malzahar,Poke,Volibear,Sustain Tank,Samira,DPS Marksman,Ziggs,Poke,Anivia,Poke,1
KR_7639538385,Brand,Burst,Gwen,Bruiser AP,Katarina,Burst,Karma,Utility Support,Twitch,DPS Marksman,Varus,Poke,Neeko,Burst,Heimerdinger,Poke,Zac,CC Tank,Zeri,DPS Marksman,1
KR_7637587343,Zyra,Poke,Veigar,Burst,Bard,Utility Support,Sejuani,CC Tank,Twitch,DPS Marksman,Zeri,DPS Marksman,Azir,Poke,Gnar,Bruiser AD,Shaco,Assassin AD,Sylas,Bruiser AP,1
KR_7637501616,Sett,Bruiser AD,Zed,Assassin AD,Ashe,Poke,Aurora,Poke,Thresh,Utility Support,Ziggs,Poke,Akshan,Assassin AD,Lucian,DPS Marksman,Graves,Poke,Karma,Utility Support,1
KR_7630818593,Ahri,Burst,Ziggs,Poke,Blitzcrank,CC Tank,Zilean,Utility Support,Jinx,DPS Marksman,Sivir,DPS Marksman,Kayn,Assassin AD,Seraphine,Utility Support,Xayah,DPS Marksman,Cassiopeia,Sustain Mage,1
KR_7626078334,Darius,Bruiser AD,Jhin,Poke,Fizz,Burst,Lucian,DPS Marksman,Rumble,Sustain Mage,Nasus,Bruiser AD,Gnar,Bruiser AD,Samira,DPS Marksman,Xerath,Poke,Zilean,Utility Support,0
KR_7572994018,Ekko,Burst,Kennen,Burst,Tryndamere,Bruiser AD,Diana,Burst,Corki,Poke,Twitch,DPS Marksman,Maokai,CC Tank,Kled,Bruiser AD,Zilean,Utility Support,Milio,Utility Support,0
KR_7637452921,Zeri,DPS Marksman,Riven,Bruiser AD,Blitzcrank,CC Tank,Lux,Poke,Kennen,Burst,Tristana,DPS Marksman,Ahri,Burst,Jax,Bruiser AD,Aphelios,DPS Marksman,Viktor,Poke,1
KR_7629551748,Vladimir,Sustain Mage,Sett,Bruiser AD,Gangplank,Poke,Ornn,Sustain Tank,Kayle,Bruiser AD,Fizz,Burst,Karthus,Burst,Jinx,DPS Marksman,Neeko,Burst,Twitch,DPS Marksman,1
KR_7637907235,Riven,Bruiser AD,Hwei,Poke,Gragas,Sustain Mage,Singed,Sustain Tank,Viktor,Poke,Akali,Burst,Senna,DPS Marksman,Yone,Bruiser AD,Jhin,Poke,Irelia,Bruiser AD,1
KR_7636392864,Jinx,DPS Marksman,Smolder,Poke,Yasuo,Bruiser AD,Ziggs,Poke,Viego,Bruiser AD,Kennen,Burst,Tristana,DPS Marksman,Ahri,Burst,Rumble,Sustain Mage,Ashe,Poke,1
KR_7635851242,Galio,CC Tank,Anivia,Poke,Shaco,Assassin AD,Kayle,Bruiser AD,Lissandra,Burst,Varus,Poke,Lucian,DPS Marksman,Sylas,Bruiser AP,Lux,Poke,Senna,DPS Marksman,1
KR_7637460751,Malzahar,Poke,Sona,Utility Support,Sion,Sustain Tank,Rengar,Assassin AD,Akali,Burst,Pantheon,Bruiser AD,Samira,DPS Marksman,Aatrox,Bruiser AD,Jinx,DPS Marksman,Thresh,Utility Support,0
KR_7620241477,Fizz,Burst,Karma,Utility Support,Aphelios,DPS Marksman,Lux,Poke,Taric,Utility Support,Ashe,Poke,Ziggs,Poke,Sylas,Bruiser AP,Katarina,Burst,Riven,Bruiser AD,1
KR_7363087079,Galio,CC Tank,Sivir,DPS Marksman,Ziggs,Poke,Sylas,Bruiser AP,Nidalee,Poke,Jinx,DPS Marksman,Camille,Bruiser AD,Jayce,Poke,Gangplank,Poke,Irelia,Bruiser AD,1
KR_7340634128,Zed,Assassin AD,Lux,Poke,Senna,DPS Marksman,Zac,CC Tank,Riven,Bruiser AD,Irelia,Bruiser AD,Malphite,Sustain Tank,Jinx,DPS Marksman,Maokai,CC Tank,Sona,Utility Support,0
KR_7637432855,Twitch,DPS Marksman,Ornn,Sustain Tank,Ashe,Poke,Ivern,Utility Support,Annie,Burst,Hwei,Poke,Soraka,Utility Support,Garen,Bruiser AD,Blitzcrank,CC Tank,Hecarim,Bruiser AD,0
KR_7636778662,Yone,Bruiser AD,Nami,Utility Support,Jhin,Poke,Veigar,Burst,Thresh,Utility Support,Gwen,Bruiser AP,Pantheon,Bruiser AD,Yuumi,Utility Support,Gragas,Sustain Mage,Irelia,Bruiser AD,1
KR_7636679619,Aphelios,DPS Marksman,Jinx,DPS Marksman,Vladimir,Sustain Mage,Leona,CC Tank,Pyke,Assassin AD,Quinn,Poke,Malphite,Sustain Tank,Blitzcrank,CC Tank,Trundle,Bruiser AD,Malzahar,Poke,0
KR_7636647169,Janna,Utility Support,Gragas,Sustain Mage,Rell,CC Tank,Naafiri,Assassin AD,Tristana,DPS Marksman,Ryze,Bruiser AD,Yuumi,Utility Support,Katarina,Burst,Vayne,DPS Marksman,Ezreal,Poke,1
KR_7636583301,Viego,Bruiser AD,Jhin,Poke,Vi,Bruiser AD,Sion,Sustain Tank,Annie,Burst,Pantheon,Bruiser AD,Xerath,Poke,Lux,Poke,Varus,Poke,Akali,Burst,1
KR_7637582165,Jhin,Poke,Vladimir,Sustain Mage,Braum,CC Tank,Kayn,Assassin AD,Gnar,Bruiser AD,Ornn,Sustain Tank,Varus,Poke,Xerath,Poke,Yuumi,Utility Support,Kassadin,Burst,1
KR_7637441122,Garen,Bruiser AD,Vayne,DPS Marksman,Lucian,DPS Marksman,Seraphine,Utility Support,Nasus,Bruiser AD,Jayce,Poke,Darius,Bruiser AD,Varus,Poke,Lux,Poke,Pyke,Assassin AD,1
KR_7636840641,Veigar,Burst,Tristana,DPS Marksman,Nidalee,Poke,Lucian,DPS Marksman,Yuumi,Utility Support,Sivir,DPS Marksman,Kalista,DPS Marksman,Amumu,CC Tank,Aatrox,Bruiser AD,Pyke,Assassin AD,1
KR_7634334463,Kennen,Burst,Kayle,Bruiser AD,Neeko,Burst,Lux,Poke,Samira,DPS Marksman,Milio,Utility Support,Jayce,Poke,Corki,Poke,Braum,CC Tank,Jinx,DPS Marksman,0
KR_7607621434,Lucian,DPS Marksman,Brand,Burst,Aphelios,DPS Marksman,Annie,Burst,Darius,Bruiser AD,Sivir,DPS Marksman,Ashe,Poke,Amumu,CC Tank,Yuumi,Utility Support,Nidalee,Poke,0
KR_7605835896,Yorick,Sustain Tank,Shaco,Assassin AD,Akali,Burst,Lucian,DPS Marksman,Corki,Poke,Lissandra,Burst,Ahri,Burst,Caitlyn,Poke,Zoe,Poke,Senna,DPS Marksman,0
KR_7604864064,Amumu,CC Tank,Ashe,Poke,Thresh,Utility Support,Ekko,Burst,Varus,Poke,Vex,Burst,Fizz,Burst,Nautilus,CC Tank,Xayah,DPS Marksman,Zilean,Utility Support,1
KR_7545392553,Yone,Bruiser AD,Seraphine,Utility Support,Corki,Poke,Karthus,Burst,Mordekaiser,Bruiser AP,Viktor,Poke,Poppy,CC Tank,Pantheon,Bruiser AD,Teemo,Poke,Gangplank,Poke,0
KR_7639504956,Zyra,Poke,Viego,Bruiser AD,Senna,DPS Marksman,Naafiri,Assassin AD,Yasuo,Bruiser AD,Kennen,Burst,Garen,Bruiser AD,Blitzcrank,CC Tank,Sylas,Bruiser AP,Tristana,DPS Marksman,1
KR_7639267377,Ziggs,Poke,Vladimir,Sustain Mage,Warwick,Bruiser AD,Seraphine,Utility Support,Tristana,DPS Marksman,Teemo,Poke,Naafiri,Assassin AD,Taliyah,Poke,Veigar,Burst,Ekko,Burst,1
KR_7637444328,Ornn,Sustain Tank,Rell,CC Tank,Aphelios,DPS Marksman,Viego,Bruiser AD,Diana,Burst,Twitch,DPS Marksman,Morgana,Poke,Kayle,Bruiser AD,Braum,CC Tank,Senna,DPS Marksman,1
KR_7637365968,Tryndamere,Bruiser AD,Tristana,DPS Marksman,Yone,Bruiser AD,Smolder,Poke,Draven,DPS Marksman,Samira,DPS Marksman,Yuumi,Utility Support,Lillia,Sustain Mage,Darius,Bruiser AD,Trundle,Bruiser AD,0
KR_7634811711,Ivern,Utility Support,Jax,Bruiser AD,Galio,CC Tank,Pyke,Assassin AD,Akali,Burst,Ashe,Poke,Cassiopeia,Sustain Mage,Zeri,DPS Marksman,Jhin,Poke,Garen,Bruiser AD,0
KR_7637602540,Sylas,Bruiser AP,Nocturne,Assassin AD,Shen,Sustain Tank,Leona,CC Tank,Twitch,DPS Marksman,Pyke,Assassin AD,Vayne,DPS Marksman,Graves,Poke,Ashe,Poke,Xerath,Poke,0
KR_7637578241,Twitch,DPS Marksman,Vex,Burst,Yasuo,Bruiser AD,Vi,Bruiser AD,Jayce,Poke,Veigar,Burst,Sivir,DPS Marksman,Ahri,Burst,Pantheon,Bruiser AD,Orianna,Burst,1
KR_7637349036,Xerath,Poke,Pantheon,Bruiser AD,Jhin,Poke,Skarner,CC Tank,Vayne,DPS Marksman,Irelia,Bruiser AD,Caitlyn,Poke,Lillia,Sustain Mage,Senna,DPS Marksman,Samira,DPS Marksman,1
KR_7489396945,Riven,Bruiser AD,Pyke,Assassin AD,Diana,Burst,Alistar,CC Tank,Kayle,Bruiser AD,Lulu,Utility Support,Jayce,Poke,Xerath,Poke,Shaco,Assassin AD,Sylas,Bruiser AP,1
KR_7489320883,Garen,Bruiser AD,Alistar,CC Tank,Malphite,Sustain Tank,Teemo,Poke,Anivia,Poke,Ezreal,Poke,Milio,Utility Support,Viego,Bruiser AD,Xayah,DPS Marksman,Rakan,Utility Support,1
KR_7489275987,Morgana,Poke,Alistar,CC Tank,Smolder,Poke,Ahri,Burst,Vladimir,Sustain Mage,Jhin,Poke,Twitch,DPS Marksman,Amumu,CC Tank,Xayah,DPS Marksman,Pantheon,Bruiser AD,1
KR_7636990356,Ekko,Burst,Vi,Bruiser AD,Maokai,CC Tank,Nocturne,Assassin AD,Rakan,Utility Support,Varus,Poke,Quinn,Poke,Cassiopeia,Sustain Mage,Caitlyn,Poke,Brand,Burst,1
KR_7636952900,Xerath,Poke,Kalista,DPS Marksman,Ashe,Poke,Sejuani,CC Tank,Thresh,Utility Support,Sivir,DPS Marksman,Hwei,Poke,Singed,Sustain Tank,Sona,Utility Support,Shaco,Assassin AD,0
KR_7636951565,Blitzcrank,CC Tank,Aurora,Poke,Jinx,DPS Marksman,Varus,Poke,Sona,Utility Support,Teemo,Poke,Lux,Poke,Galio,CC Tank,Morgana,Poke,Fizz,Burst,0
KR_7639017174,Lillia,Sustain Mage,Kindred,DPS Marksman,Vex,Burst,Pyke,Assassin AD,Seraphine,Utility Support,Jayce,Poke,Annie,Burst,Fiora,Bruiser AD,Sivir,DPS Marksman,Lux,Poke,1
KR_7638060823,Garen,Bruiser AD,Lissandra,Burst,Kalista,DPS Marksman,Vi,Bruiser AD,Orianna,Burst,Jayce,Poke,Akali,Burst,Neeko,Burst,Smolder,Poke,Jhin,Poke,0
KR_7637759974,Viktor,Poke,Tristana,DPS Marksman,Lillia,Sustain Mage,Xayah,DPS Marksman,Seraphine,Utility Support,Skarner,CC Tank,Rell,CC Tank,Yasuo,Bruiser AD,Shyvana,Bruiser AD,Illaoi,Bruiser AD,1
KR_7639559140,Singed,Sustain Tank,Graves,Poke,Vex,Burst,Cassiopeia,Sustain Mage,Tristana,DPS Marksman,Katarina,Burst,Poppy,CC Tank,Ornn,Sustain Tank,Gragas,Sustain Mage,Sivir,DPS Marksman,0
KR_7623366544,Leona,CC Tank,Yuumi,Utility Support,Tristana,DPS Marksman,Viego,Bruiser AD,Hwei,Poke,Teemo,Poke,Ziggs,Poke,Galio,CC Tank,Fizz,Burst,Viktor,Poke,1
KR_7623313994,Vladimir,Sustain Mage,Caitlyn,Poke,Fiora,Bruiser AD,Xayah,DPS Marksman,Aurora,Poke,Soraka,Utility Support,Jinx,DPS Marksman,Ekko,Burst,Yasuo,Bruiser AD,Lulu,Utility Support,0
KR_7620386244,Zilean,Utility Support,Ashe,Poke,Qiyana,Assassin AD,Senna,DPS Marksman,Ekko,Burst,Udyr,Bruiser AD,Bard,Utility Support,Tristana,DPS Marksman,Lillia,Sustain Mage,Anivia,Poke,1
KR_7538190593,Sion,Sustain Tank,Taric,Utility Support,Vayne,DPS Marksman,Teemo,Poke,Sona,Utility Support,Ezreal,Poke,Janna,Utility Support,Renekton,Bruiser AD,Kennen,Burst,Irelia,Bruiser AD,1
KR_7537941068,Sylas,Bruiser AP,Irelia,Bruiser AD,Malphite,Sustain Tank,Pantheon,Bruiser AD,Ryze,Bruiser AD,Xerath,Poke,Maokai,CC Tank,Samira,DPS Marksman,Kassadin,Burst,Ahri,Burst,0
KR_7629527071,Amumu,CC Tank,Shen,Sustain Tank,Varus,Poke,Brand,Burst,Kennen,Burst,Vayne,DPS Marksman,Ornn,Sustain Tank,Twitch,DPS Marksman,Fizz,Burst,Veigar,Burst,1
KR_7620335917,Fizz,Burst,Tristana,DPS Marksman,Aatrox,Bruiser AD,Ivern,Utility Support,Ahri,Burst,Viktor,Poke,Soraka,Utility Support,Mordekaiser,Bruiser AP,Senna,DPS Marksman,Taliyah,Poke,0
KR_7613303675,Ryze,Bruiser AD,Ziggs,Poke,Hwei,Poke,Milio,Utility Support,Graves,Poke,Qiyana,Assassin AD,Viego,Bruiser AD,Varus,Poke,Shen,Sustain Tank,Katarina,Burst,1
KR_7613144515,Vayne,DPS Marksman,Hwei,Poke,Viktor,Poke,Jinx,DPS Marksman,Ashe,Poke,Jax,Bruiser AD,Nautilus,CC Tank,Samira,DPS Marksman,Fiora,Bruiser AD,Naafiri,Assassin AD,1
KR_7636645059,Bard,Utility Support,Caitlyn,Poke,Lux,Poke,Diana,Burst,Blitzcrank,CC Tank,Soraka,Utility Support,Lucian,DPS Marksman,Ahri,Burst,Jayce,Poke,Vladimir,Sustain Mage,0
KR_7582496433,Ashe,Poke,Urgot,Bruiser AD,Yasuo,Bruiser AD,Malphite,Sustain Tank,Vex,Burst,Talon,Assassin AD,Senna,DPS Marksman,Thresh,Utility Support,Swain,Sustain Mage,Zac,CC Tank,1
KR_7568700248,Rumble,Sustain Mage,Ziggs,Poke,Swain,Sustain Mage,Malphite,Sustain Tank,Corki,Poke,Ekko,Burst,Vex,Burst,Nami,Utility Support,Nidalee,Poke,Diana,Burst,1
KR_7568550295,Graves,Poke,Lulu,Utility Support,Ornn,Sustain Tank,Janna,Utility Support,Blitzcrank,CC Tank,Zilean,Utility Support,Ezreal,Poke,Sivir,DPS Marksman,Draven,DPS Marksman,Rumble,Sustain Mage,0
KR_7618550788,Shaco,Assassin AD,Pantheon,Bruiser AD,Graves,Poke,Xerath,Poke,Mordekaiser,Bruiser AP,Quinn,Poke,Aurora,Poke,Galio,CC Tank,Karma,Utility Support,Lissandra,Burst,1
KR_7611427525,Tristana,DPS Marksman,Vladimir,Sustain Mage,Ahri,Burst,Hwei,Poke,Twitch,DPS Marksman,Nidalee,Poke,Braum,CC Tank,Jinx,DPS Marksman,Sylas,Bruiser AP,Senna,DPS Marksman,0
KR_7638380190,Teemo,Poke,Sona,Utility Support,Twitch,DPS Marksman,Nautilus,CC Tank,Xerath,Poke,Ryze,Bruiser AD,Draven,DPS Marksman,Pyke,Assassin AD,Diana,Burst,Qiyana,Assassin AD,1
KR_7618179877,Bard,Utility Support,Illaoi,Bruiser AD,Poppy,CC Tank,Thresh,Utility Support,Brand,Burst,Lillia,Sustain Mage,Pantheon,Bruiser AD,Skarner,CC Tank,Kled,Bruiser AD,Jayce,Poke,1
KR_7611099247,Kennen,Burst,Ahri,Burst,Anivia,Poke,Illaoi,Bruiser AD,Caitlyn,Poke,Cassiopeia,Sustain Mage,Smolder,Poke,Lucian,DPS Marksman,Ekko,Burst,Lulu,Utility Support,1
KR_7630016404,Kayle,Bruiser AD,Karthus,Burst,Yone,Bruiser AD,Riven,Bruiser AD,Shen,Sustain Tank,Irelia,Bruiser AD,Braum,CC Tank,Ashe,Poke,Twitch,DPS Marksman,Gwen,Bruiser AP,1
KR_7626206475,Aurora,Poke,Neeko,Burst,Jayce,Poke,Aphelios,DPS Marksman,Volibear,Sustain Tank,Jax,Bruiser AD,Darius,Bruiser AD,Ekko,Burst,Ezreal,Poke,Sivir,DPS Marksman,1
KR_7592554031,Nilah,DPS Marksman,Teemo,Poke,Jayce,Poke,Zyra,Poke,Shaco,Assassin AD,Hwei,Poke,Kassadin,Burst,Aatrox,Bruiser AD,Zed,Assassin AD,Ezreal,Poke,1
KR_7540923934,Jax,Bruiser AD,Morgana,Poke,Sylas,Bruiser AP,Garen,Bruiser AD,Yone,Bruiser AD,Ashe,Poke,Aurora,Poke,Taric,Utility Support,Xayah,DPS Marksman,Lissandra,Burst,0
KR_7495344253,Kalista,DPS Marksman,Garen,Bruiser AD,Quinn,Poke,Shen,Sustain Tank,Naafiri,Assassin AD,Lillia,Sustain Mage,Mordekaiser,Bruiser AP,Nautilus,CC Tank,Vladimir,Sustain Mage,Leona,CC Tank,1
KR_7639545074,Fizz,Burst,Zyra,Poke,Seraphine,Utility Support,Aphelios,DPS Marksman,Bard,Utility Support,Darius,Bruiser AD,Taliyah,Poke,Urgot,Bruiser AD,Jhin,Poke,Talon,Assassin AD,1
KR_7639214499,Rell,CC Tank,Xerath,Poke,Vi,Bruiser AD,Thresh,Utility Support,Ekko,Burst,Trundle,Bruiser AD,Morgana,Poke,Vayne,DPS Marksman,Fiora,Bruiser AD,Taliyah,Poke,0
KR_7638992773,Malphite,Sustain Tank,Sylas,Bruiser AP,Swain,Sustain Mage,Riven,Bruiser AD,Senna,DPS Marksman,Sion,Sustain Tank,Veigar,Burst,Hecarim,Bruiser AD,Aatrox,Bruiser AD,Kennen,Burst,1
KR_7638483010,Naafiri,Assassin AD,Rumble,Sustain Mage,Garen,Bruiser AD,Lulu,Utility Support,Sylas,Bruiser AP,Malphite,Sustain Tank,Xerath,Poke,Caitlyn,Poke,Janna,Utility Support,Shen,Sustain Tank,0
KR_7638442263,Tryndamere,Bruiser AD,Gwen,Bruiser AP,Nidalee,Poke,Jinx,DPS Marksman,Darius,Bruiser AD,Galio,CC Tank,Hwei,Poke,Annie,Burst,Malphite,Sustain Tank,Jhin,Poke,0
KR_7639558684,Anivia,Poke,Orianna,Burst,Lux,Poke,Zeri,DPS Marksman,Braum,CC Tank,Jinx,DPS Marksman,Rell,CC Tank,Morgana,Poke,Bard,Utility Support,Yone,Bruiser AD,0
KR_7639089711,Tryndamere,Bruiser AD,Zeri,DPS Marksman,Karma,Utility Support,Morgana,Poke,Sivir,DPS Marksman,Lux,Poke,Caitlyn,Poke,Zed,Assassin AD,Garen,Bruiser AD,Annie,Burst,0
KR_7635006236,Taliyah,Poke,Kalista,DPS Marksman,Braum,CC Tank,Irelia,Bruiser AD,Azir,Poke,Sivir,DPS Marksman,Ornn,Sustain Tank,Rumble,Sustain Mage,Garen,Bruiser AD,Thresh,Utility Support,0
KR_7634955595,Taliyah,Poke,Viego,Bruiser AD,Vex,Burst,Zeri,DPS Marksman,Nautilus,CC Tank,Yone,Bruiser AD,Twitch,DPS Marksman,Kennen,Burst,Xerath,Poke,Garen,Bruiser AD,0
KR_7639439406,Renekton,Bruiser AD,Azir,Poke,Ornn,Sustain Tank,Annie,Burst,Talon,Assassin AD,Yone,Bruiser AD,Heimerdinger,Poke,Gangplank,Poke,Teemo,Poke,Zed,Assassin AD,0
KR_7639128715,Shyvana,Bruiser AD,Yasuo,Bruiser AD,Ahri,Burst,Malphite,Sustain Tank,Kennen,Burst,Varus,Poke,Ashe,Poke,Thresh,Utility Support,Veigar,Burst,Blitzcrank,CC Tank,0
KR_7639061426,Varus,Poke,Azir,Poke,Aphelios,DPS Marksman,Thresh,Utility Support,Gragas,Sustain Mage,Mordekaiser,Bruiser AP,Annie,Burst,Vayne,DPS Marksman,Ezreal,Poke,Zoe,Poke,0
KR_7639546929,Twitch,DPS Marksman,Smolder,Poke,Samira,DPS Marksman,Lillia,Sustain Mage,Brand,Burst,Zoe,Poke,Heimerdinger,Poke,Viego,Bruiser AD,Xerath,Poke,Bard,Utility Support,0
KR_7639531474,Lissandra,Burst,Gnar,Bruiser AD,Varus,Poke,Teemo,Poke,Sion,Sustain Tank,Ezreal,Poke,Mordekaiser,Bruiser AP,Vayne,DPS Marksman,Sett,Bruiser AD,Morgana,Poke,0
KR_7639092791,Yone,Bruiser AD,Janna,Utility Support,Anivia,Poke,Trundle,Bruiser AD,Morgana,Poke,Annie,Burst,Senna,DPS Marksman,Rammus,CC Tank,Thresh,Utility Support,Sona,Utility Support,1
KR_7636666881,Viktor,Poke,Veigar,Burst,Volibear,Sustain Tank,Graves,Poke,Ashe,Poke,Shen,Sustain Tank,Jhin,Poke,Poppy,CC Tank,Shyvana,Bruiser AD,Pantheon,Bruiser AD,0
KR_7637700560,Draven,DPS Marksman,Malzahar,Poke,Pyke,Assassin AD,Akali,Burst,Thresh,Utility Support,Viego,Bruiser AD,Lissandra,Burst,Aatrox,Bruiser AD,Brand,Burst,Ahri,Burst,1
KR_7636618386,Varus,Poke,Taliyah,Poke,Ahri,Burst,Pantheon,Bruiser AD,Twitch,DPS Marksman,Diana,Burst,Hecarim,Bruiser AD,Talon,Assassin AD,Viktor,Poke,Neeko,Burst,1
KR_7636555516,Vayne,DPS Marksman,Lux,Poke,Pyke,Assassin AD,Lillia,Sustain Mage,Milio,Utility Support,Darius,Bruiser AD,Zoe,Poke,Karma,Utility Support,Tristana,DPS Marksman,Neeko,Burst,1
KR_7639388598,Sivir,DPS Marksman,Thresh,Utility Support,Hwei,Poke,Zoe,Poke,Darius,Bruiser AD,Lux,Poke,Aphelios,DPS Marksman,Katarina,Burst,Talon,Assassin AD,Aatrox,Bruiser AD,1
KR_7639397323,Swain,Sustain Mage,Diana,Burst,Jinx,DPS Marksman,Annie,Burst,Milio,Utility Support,Taliyah,Poke,Zeri,DPS Marksman,Nami,Utility Support,Thresh,Utility Support,Corki,Poke,1
KR_7638396935,Thresh,Utility Support,Milio,Utility Support,Jinx,DPS Marksman,Darius,Bruiser AD,Ashe,Poke,Karthus,Burst,Aurora,Poke,Jayce,Poke,Aatrox,Bruiser AD,Gwen,Bruiser AP,1
KR_7638146975,Ezreal,Poke,Annie,Burst,Maokai,CC Tank,Sylas,Bruiser AP,Ahri,Burst,Twitch,DPS Marksman,Kayle,Bruiser AD,Alistar,CC Tank,Ambessa,Bruiser AD,Sion,Sustain Tank,1
KR_7635530901,Malphite,Sustain Tank,Yone,Bruiser AD,Twitch,DPS Marksman,Bard,Utility Support,Draven,DPS Marksman,Trundle,Bruiser AD,Hwei,Poke,Jinx,DPS Marksman,Kayle,Bruiser AD,Gangplank,Poke,0
KR_7639334038,Graves,Poke,Kennen,Burst,Zyra,Poke,Zed,Assassin AD,Lissandra,Burst,Taliyah,Poke,Zoe,Poke,Aurora,Poke,Lulu,Utility Support,Yone,Bruiser AD,1
KR_7639520531,Samira,DPS Marksman,Jayce,Poke,Viktor,Poke,Singed,Sustain Tank,Heimerdinger,Poke,Corki,Poke,Yasuo,Bruiser AD,Janna,Utility Support,Maokai,CC Tank,Caitlyn,Poke,1
KR_7639135383,Darius,Bruiser AD,Kennen,Burst,Kalista,DPS Marksman,Xerath,Poke,Rakan,Utility Support,Gwen,Bruiser AP,Gangplank,Poke,Gragas,Sustain Mage,Xayah,DPS Marksman,Sylas,Bruiser AP,1
KR_7639117739,Azir,Poke,Zoe,Poke,Brand,Burst,Zac,CC Tank,Veigar,Burst,Kayle,Bruiser AD,Morgana,Poke,Sett,Bruiser AD,Hecarim,Bruiser AD,Corki,Poke,0
KR_7639393549,Diana,Burst,Tristana,DPS Marksman,Irelia,Bruiser AD,Ryze,Bruiser AD,Taliyah,Poke,Graves,Poke,Renekton,Bruiser AD,Jinx,DPS Marksman,Brand,Burst,Lillia,Sustain Mage,1
KR_7639089575,Jax,Bruiser AD,Neeko,Burst,Yone,Bruiser AD,Jinx,DPS Marksman,Udyr,Bruiser AD,Rell,CC Tank,Galio,CC Tank,Caitlyn,Poke,Gwen,Bruiser AP,Varus,Poke,1
KR_7638488317,Lulu,Utility Support,Veigar,Burst,Shaco,Assassin AD,Caitlyn,Poke,Varus,Poke,Viktor,Poke,Gangplank,Poke,Yuumi,Utility Support,Sivir,DPS Marksman,Cassiopeia,Sustain Mage,0
KR_7639430502,Teemo,Poke,Jinx,DPS Marksman,Zilean,Utility Support,Anivia,Poke,Naafiri,Assassin AD,Gnar,Bruiser AD,Lillia,Sustain Mage,Morgana,Poke,Kayle,Bruiser AD,Viktor,Poke,1
KR_7638483168,Nidalee,Poke,Brand,Burst,Jhin,Poke,Shen,Sustain Tank,Senna,DPS Marksman,Lucian,DPS Marksman,Yone,Bruiser AD,Ziggs,Poke,Quinn,Poke,Akali,Burst,1
KR_7639547461,Nidalee,Poke,Lucian,DPS Marksman,Kayle,Bruiser AD,Ekko,Burst,Thresh,Utility Support,Ahri,Burst,Janna,Utility Support,Morgana,Poke,Vladimir,Sustain Mage,Vayne,DPS Marksman,0
KR_7638533919,Karma,Utility Support,Milio,Utility Support,Tristana,DPS Marksman,Viktor,Poke,Maokai,CC Tank,Xerath,Poke,Kennen,Burst,Nautilus,CC Tank,Varus,Poke,Katarina,Burst,0
KR_7639570416,Ekko,Burst,Ezreal,Poke,Ivern,Utility Support,Twitch,DPS Marksman,Ashe,Poke,Katarina,Burst,Udyr,Bruiser AD,Vi,Bruiser AD,Morgana,Poke,Riven,Bruiser AD,0
KR_7638487390,Swain,Sustain Mage,Akshan,Assassin AD,Taliyah,Poke,Aatrox,Bruiser AD,Ahri,Burst,Veigar,Burst,Brand,Burst,Shen,Sustain Tank,Rumble,Sustain Mage,Draven,DPS Marksman,1
KR_7638486901,Jax,Bruiser AD,Zac,CC Tank,Sett,Bruiser AD,Naafiri,Assassin AD,Camille,Bruiser AD,Rengar,Assassin AD,Azir,Poke,Xerath,Poke,Corki,Poke,Gragas,Sustain Mage,1
KR_7639090142,Kindred,DPS Marksman,Lulu,Utility Support,Janna,Utility Support,Viego,Bruiser AD,Nautilus,CC Tank,Caitlyn,Poke,Zilean,Utility Support,Blitzcrank,CC Tank,Zoe,Poke,Brand,Burst,0
KR_7639566824,Lulu,Utility Support,Sejuani,CC Tank,Vi,Bruiser AD,Caitlyn,Poke,Orianna,Burst,Yorick,Sustain Tank,Janna,Utility Support,Elise,Burst,Urgot,Bruiser AD,Sett,Bruiser AD,0
KR_7638422898,Lillia,Sustain Mage,Qiyana,Assassin AD,Viktor,Poke,Zed,Assassin AD,Aphelios,DPS Marksman,Smolder,Poke,Kennen,Burst,Sejuani,CC Tank,Karma,Utility Support,Camille,Bruiser AD,0
KR_7639560184,Ornn,Sustain Tank,Swain,Sustain Mage,Illaoi,Bruiser AD,Aurora,Poke,Jhin,Poke,Tristana,DPS Marksman,Lux,Poke,Ryze,Bruiser AD,Ashe,Poke,Teemo,Poke,0
KR_7638016183,Rengar,Assassin AD,Ivern,Utility Support,Anivia,Poke,Karthus,Burst,Aphelios,DPS Marksman,Milio,Utility Support,Thresh,Utility Support,Mordekaiser,Bruiser AP,Xayah,DPS Marksman,Morgana,Poke,0
